num https,dom age,mat dom,kw c,html head,ip url,pre js,pres form,subdom link,RESULT
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
2,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
22,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
5,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
8,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
2,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
0,-1,1,-1,-1,-1,-1,-1,-1,-1
